"id","catagory","hasImage","imageName","question","answerA","answerB","answerC","answerD","correctAnswer"
"188","11","0","","When should pedestrians wear reflective clothing at night?","Where street lighting is provided.","Inside urban areas.","At all times outside well-lit urban areas.","Where no street lighting is provided.","C"
"189","11","0","","What road users must comply with traffic lights (including pedestrian lights)?","Drivers only.","All road users.","Pedestrians only.","School children only.","B"
"190","11","1","","What does this marker board on a large vehicle indicate?","Hazardous goods carried.","Overhanging load.","Slow vehicle in front.","Livestock unloading.","B"
"191","11","0","","When are lighting up hours?","When visibility is less than 200 meters.","From mid-night until 6 a.m.","From just after dusk to just before dawn.","When visibility is less than 300 meters.","C"
"192","11","0","","What lights should a vehicle show at dusk?","Dipped headlights.","No lights.","Full headlamps.","Fog lamps.","A"
"193","11","0","","What do rumble strips warn a driver of?","A danger immediately ahead or to the side.","That there is a railway level crossing ahead.","That they are entering a speed limit area.","That there is a stop sign ahead.","A"
"194","11","0","","What is the purpose of traffic calming measures?","To alert the driver to road flooding ahead.","To slow down traffic in the vicinity.","To prioritise heavy goods traffic.","To reduce tyre wear.","B"
"195","11","0","","When may a trailer be towed on a public road without a rear number plate?","When being pulled by an agricultural tractor.","Never, a number plate must always be displayed.","When the tailboard is removed.","When carrying a load that overhands the rear of the trailer.","B"
"196","11","0","","When may you pass another vehicle on the left-hand side?","Never.","When there is sufficient space to do so.","When the vehicle in front is signaling to turn right or in slow moving lanes of traffic.","When the car in front of you is moving too slowly and you cannot pass on the right-hand side because of oncoming traffic.","C"
"197","11","0","","Who can use a signed cycle track accompanied by a continuous white line on the left-hand side?","You may drive in it to overtake a vehicle turning right.","You may drive in it provided you are not towing a trailer.","Cyclists and users of motorised wheelchairs.","You may drive in it provided it is not being used by a cyclist.","C"
"198","11","0","","What traffic may drive along on a cycle lane accompanied by a broken white line?","Buses, taxis and cyclists.","Cyclists and users of motorised wheelchairs.","Buses on a scheduled service and cyclists.","Cyclists and mopeds.","B"
"199","11","0","","When must drivers stop at a railway level crossing controlled by lights and barriers?","When the red lights start to flash.","When the lights stop flashing.","When the barrier is fully up.","Never.","A"
"200","11","0","","At a level crossing with unattended gates, what should a driver do?","Open both gates and after passing the first stop and close it.","Open both gates before proceeding to cross.","Drive half-way across and close the first gate before opening the second.","Telephone the nearest railway station before opening a gate.","B"
"201","11","0","","What lights indicate a zebra crossing?","Flashing amber beacons.","Continuously lit amber beacons.","Flashing red beacons.","Continuously lit red beacons.","A"
"202","11","0","","What do flashing amber arrows indicate?","The direction indicated is a cul-de-sac.","There is a weight restriction in the direction indicated.","Drivers are prohibited to proceed in the direction indicated.","Drivers should proceed in the direction indicated.","D"
"203","11","0","","What do temporary traffic lights at road works mean?","A Driver need only obey while road workers are on site.","A Driver need not obey if there is no oncoming traffic.","A Driver must comply with the lights at all times.","A Driver need not obey if a convoy of traffic is going the same direction as you.","C"
"204","11","0","","When do temporary speed limits apply at roadworks?","Only apply when the road workers are on site.","Need not be obeyed if there is no oncoming traffic.","Do not apply to earth moving vehicles being used on the road work site.","For the duration of the roadworks.","D"
"205","1","1","","What is the correct action to take in this situation?","Keep a close eye on the children, if necessary give a warning signal and be prepared to brake in good time.","Speed up to pass the children quickly.","Continue to drive at a fast speed.","Drive closer to the left-hand kerb.","A"
"206","1","1","","An approaching driver notices that the boy on the childrenâ€™s bicycle has said goodbye to his friend. What is the correct action for the driver to take?","Proceed as the boy is on the footpath.","Stop the car until the boy has moved off.","Be prepared for the boy setting off at any moment without paying attention to your vehicle.","Slow down and beckon the boy to cross the road.","C"
"207","1","1","","As the driver of the car, which conduct is correct?","A driver may proceed.","A driver must drive on the right-hand side to allow clearance to the motorcyclist.","A driver must wait.","A driver must give right of way to the motorcyclist.","A"
"208","1","1","","What should the car diver do in this situation?","The driver must stop and yield right of way to the other road users.","The driver may drive around the corner before the cyclist.","The driver must allow the cyclist to proceed.","The driver must allow the motorcyclist to proceed.","C"
"209","1","1","","What must a driver be prepared for in this situation?","The ball could damage your vehicle.","One of the children could turn back to collect the ball from the roadway.","The ball may burst after you have passed.","A pothole on the road could damage a tyre on your car.","B"
"210","1","1","","When approaching the pedestrian crossing, what should the driver do in this situation?","Slow down in good time and be prepared to stop.","Continue to drive on fast because the pedestrians have to wait.","Maintain your speed because the pedestrians have not stepped on to the crossing.","Sound the horn to draw attention to your vehicle and continue to drive at the same speed.","A"
"211","1","1","","What should the driver do in this situation?","The driver may proceed onto the roundabout in front of the yellow car.","The driver must yield to the yellow car on the roundabout.","As the driver is entering the roundabout they have right of way.","The driver must wait for the yellow car to stop.","B"
"212","1","1","","What should the car driver do in this situation?","The car driver may proceed first.","The car driver must allow the motorcycle to proceed.","The car driver must allow the bus to proceed.","The car driver is not allowed to turn right.","B"
"213","1","1","","What should the driver do in this situation?","The driver may turn in front of the other two cars.","The driver must allow the red car to proceed.","The driver must stop and allow all other traffic to proceed.","The driver must allow the blue car to proceed.","A"
"214","1","1","","Why should a driver be alert in this area?","Pedestrians may cross between parked cars.","Pedestrians are only allowed to cross the road at pedestrian crossings.","Potholes may cause damage to your tyres.","Cars may pull out in front of you.","A"
"215","1","1","","What should the driver do if children are playing at the edge of the roadway?","Maintain the same speed because the children can see an oncoming vehicle quite clearly at this point.","Accelerate and move to the right-hand side of the road to avoid the children.","Reduce speed, drive cautiously and remain ready to brake.","Give a warning signal and drive past at the same speed.","C"
"216","1","1","","What should the driver do in this situation?","The cyclist must allow the other vehicles to proceed.","The driver has to let the van cross the junction.","The cyclist must proceed first.","The driver may cross first with caution.","D"
"217","1","1","","What should the driver do in this situation?","The driver may proceed first.","The driver must allow the orange car cross.","The driver is not allowed to turn left.","The driver is not allowed to turn right.","A"
"218","1","1","","What should the driver do in this situation?","The driver must allow the blue truck to proceed.","The driver is not allowed to turn right.","The driver must allow the yellow car to proceed.","Turn up the volume on the radio.","A"
